trial,objective_value,mean_valid_auc,mean_train_auc,gap,overfit,iterations,depth,learning_rate,l2_leaf_reg,random_strength,bagging_temperature,border_count,min_data_in_leaf
35,0.8672549988920721,0.8724800520158725,0.8829301582634734,0.010450106247600899,False,607,3,0.01454172907870603,85.91791479259524,1.471491531300941,0.8471983589712203,54,71
39,0.8668940772176609,0.8773240430341362,0.898183974667087,0.020859931632950746,False,478,5,0.02077056039107113,53.66070958855449,2.3220570450654208,0.6302484621649809,60,43
8,0.8668303437561219,0.873599243042562,0.8871370416154422,0.013537798572880178,False,553,4,0.012545899554294089,63.415727754952776,1.2502377950801113,0.9868869366005173,106,36
47,0.8667182698918962,0.871978825993512,0.8824999381967435,0.010521112203231597,False,512,3,0.018587032850099862,64.71590165381511,1.9803889701923165,0.39489761316437794,66,89
40,0.8665989313867376,0.8824457310891253,0.9141393304939006,0.03169359940477534,True,749,4,0.0414331177758868,73.45537979818597,2.817605630471172,0.7609221658367296,63,55
48,0.8664341066127419,0.8720495340762449,0.8832803890032508,0.011230854927005929,False,721,3,0.017332925685226767,50.46476625514787,6.328363505001615,0.6985278852449495,47,31
10,0.8658492936407721,0.8831488354450483,0.9177479190536006,0.03459908360855235,True,1150,3,0.047607717317165954,10.42225933947968,19.056795219924716,0.9076647952825178,125,99
45,0.8654275598736791,0.8707900255505843,0.8815149569043946,0.010724931353810363,False,583,3,0.019877001650775786,40.2277468461189,4.874509853832141,0.5404295925294587,48,56
57,0.8651219185657362,0.8826933724128961,0.9178362801072162,0.03514290769432005,True,1076,5,0.015234236520668801,28.406421614033405,1.1199955210813455,0.1775152545803073,45,36
36,0.8649602341367875,0.8712515585415161,0.8838342073509736,0.012582648809457475,False,523,4,0.016378168758109882,66.68275501836857,2.5362960382372286,0.9541702226886599,43,95
2,0.864840977541784,0.8732404848080824,0.8900394993406792,0.0167990145325968,False,574,4,0.02004087187654156,19.55370866274525,6.252287916406214,0.13949386065204183,60,49
34,0.8645114183330007,0.8692219334828536,0.8786429637825595,0.009421030299705868,False,730,3,0.011958368979178567,99.65444792624011,2.001140609662146,0.9210962306799286,43,56
4,0.8642313627937721,0.8824707842405031,0.918949627133965,0.03647884289346193,True,358,5,0.047309442068985116,64.32759992849893,2.4906439693824387,0.09767211400638387,98,55
62,0.8635826459611958,0.8690500013756971,0.8799847122046996,0.010934710829002547,False,707,3,0.017810087005808783,38.08754939063745,10.195228158175052,0.16806241819636758,35,59
0,0.8632308753434403,0.8826562536634862,0.921507010303578,0.038850756640091744,True,637,5,0.032481928697702896,39.68793330444372,1.5958237752949744,0.15599452033620265,37,90
26,0.8629137278879478,0.8700382754770839,0.884287370655356,0.014249095178272109,False,872,4,0.012710337486577641,37.00669923169346,7.954372429867013,0.734174085280018,69,100
3,0.8616715228552305,0.8712092713278012,0.8902847682729427,0.019075496945141435,False,710,5,0.013790054557672569,32.67641765781764,5.898602410432693,0.046450412719997725,90,33
22,0.8572383173101328,0.8649856403925809,0.880480286557477,0.015494646164896153,False,898,3,0.018054637486152297,35.06600790892722,4.584302146983147,0.9534372639095563,73,76
9,0.8571245844096608,0.8648768324475784,0.8803813285234137,0.015504496075835261,False,304,5,0.03119407275183074,53.58055009231866,10.079659367870727,0.07404465173409036,66,29
5,0.8565241567744184,0.8610504760392844,0.8701031145690166,0.009052638529732149,False,409,4,0.010569064414047038,81.15595675970505,2.171103454376614,0.662522284353982,62,62
1,0.852644459782126,0.8593916914989241,0.8728861549325204,0.013494463433596282,False,841,5,0.010336843570697411,93.30606024425674,12.10689693600216,0.21233911067827616,49,34
7,0.8398801251661427,0.84272608411153,0.8484180020023047,0.0056919178907746115,False,379,3,0.0107550520943733,21.150972021685593,3.2039137222930454,0.2713490317738959,112,48
