feature_set_name,dataset_scope,model_name,source_row_index,USER_KEY
expanded_feature_set,overall_with_promotion,LightGBM,21631,2a83ae5f4453da215a3ac54b787ca47735d0224c98146adaa23061a1d06cc2d8bb7d674b4efe3328a1ea3e9ff96d5561577599a2e3c20e33ffd45e65be0caaa0
expanded_feature_set,overall_with_promotion,LightGBM,18410,eb695b868e0856180c7c21af6fc8e9ad16f46804b2c80381c7cd333b9a5688ea5aea4dac67e1d24d9393999e5d0a76e8a4611e48bf7153eafb52ddb5f611ae91
expanded_feature_set,overall_with_promotion,LightGBM,21670,80d320fc551c0b2dd200b1c6dff602d1be0807165399558f5b1919e9107211baa935b0724a2815a18b39efff76973fb4d5037a09b87e3a4e1fad09c4daa36302
expanded_feature_set,overall_with_promotion,LightGBM,10235,d72ad724b592b4c41789e6fd3e05465de646d74eec9a2186560179668093fefb18349ff2d2547c5b1a7c3c0819853634b4dbf720f65638e8f32d92fdfe1549a6
expanded_feature_set,overall_with_promotion,LightGBM,21376,4f2916550c35b203b5594f3499f2a4ebad6c7f293fe3e33c5e32c8b1e98b0616c64a801372b812b05a3b97568b335738ec7ad9e63909c66c22889e39c87fe307
expanded_feature_set,overall_with_promotion,LightGBM,15009,52978e55756f63a3314e8352cd77414abc6e0f7cf75c242979c16327d703902e7ed6dc22641059d9a0b394aecf214f4d261d85dfd8549290f88993c7b2f42045
expanded_feature_set,overall_with_promotion,LightGBM,4559,03d90721edd4d76b5435a6ea5694e93c741ec3a583c91b783b554880d044bbaaeb1886b98432d9fab9a305f1138899169d700c1f77441fdfb4df91af7a8d3d69
expanded_feature_set,overall_with_promotion,LightGBM,22236,568f046706650dccc981ca27221024cb722f142336c1a6c5ba2caece1a2e363603ed4f0747413c36319139a3a878d8aa75e6d7838eb19970c6ec24f744e61280
expanded_feature_set,overall_with_promotion,LightGBM,17670,3fdebfa3d41be2b20a443f9b89cc9b9ec898d6c34ca6a07d4e24e2d8eba451034a9d15fe190f50fac2bb85d43f8eb04fa18c67c27fd7fa0193fbb512c8d03a0b
expanded_feature_set,overall_with_promotion,LightGBM,10717,09abcb8ce038f9e44d1022519be85fba2314bd60089707fb7ed6c999aa522cd78ac6141c500d1568c2535257c3dfbfb4f7b2bec3d3df9a6b5fd71f91ad310a01
expanded_feature_set,overall_with_promotion,LightGBM,719,2c26cc9e875893f83b6baad6472835e3085afa30507f49f4b5ea22f58eeb4067442ccdd49c6d7953a84a65a0386ed50d8af291db1ff30d66b6e230a16bf04135
expanded_feature_set,overall_with_promotion,LightGBM,22125,bb260b499339787d4898b852fa1ecae722d582e156ea7a037008f236f1bfeab7dc449b931662b2cc925247be28911e7c23ce5acbe808e7f3a0cdc97394c4224c
expanded_feature_set,overall_with_promotion,LightGBM,20828,3c74c22e838dde0e7f0ba565cd2c574ad0e928d3aa6428787f9126ae3d1e98f7dbb8f04e6c59997360cbe70bcd3ee33c76fe65c337c8e0c96d2accde6b05f0a7
expanded_feature_set,overall_with_promotion,LightGBM,15385,a5f46d36d0f7d7a9484d9b3e4db865bcac277d43b92e9a7ec6eb2f92c9eb416d74843ec4950f31e27c91eccd882a913ba4068d0eac08ae7c6a4e400f9ceb4afa
expanded_feature_set,overall_with_promotion,LightGBM,11465,0718f00b29ad4ce3a4b08520a2be66a9028d8f0fb0f600c63cc57b5a2b639852d000e1007f6fe7f692244ddb115267bc0d492a1e5620837e1ce6302b2d5157e5
expanded_feature_set,overall_with_promotion,LightGBM,7870,b16abd8087137d005f17d4c1bed5588e95f2cc19300cb42c2497373fa88b80a5b06dcef6ecb0a91d13f82b1dfc077e4458996dc963d131880dc74c2919ae0eee
expanded_feature_set,overall_with_promotion,LightGBM,22522,33d6f060c3a4ed97348e34d5574b01f3b1eba1c1118d778934a89928567e7618c965c8218da609b8f9d94b25b1a2a3ac5ac92c937718787b9df4ceae35999ccd
expanded_feature_set,overall_with_promotion,LightGBM,7113,8c5987aa42f1af75816ea938edab321b98f4093a5181579a9d59f53b2ab2c6c061b26901f98d5771ba8de184c7d9fc47ff2134ea2e3c6f831959590e14a1fbbb
expanded_feature_set,overall_with_promotion,LightGBM,11401,9616d0a24a1d7bf0e9f12ba2d36082cdc363e2b86bd966f6b7f44aa5603781795a2a02dfb35fa9078252cce3975e3444cb8b88186635ae40a625bb1401071a99
expanded_feature_set,overall_with_promotion,LightGBM,18840,9a43f1c85cc89d4f7344b85da34aa91493eaac0ec13cc03cc5d3030755a1015582bb12d6ed4c85f682fc0ba5e81b445f3607293fe357c3ad4daaa6bc646fabf7
expanded_feature_set,overall_with_promotion,LightGBM,13032,6f0766a856d9fec2d30997abc813bd41231460651d71092f07c0beee0199d9aa4ba8620ce07be089cf471f143c83a8d419fc5817db019d64b845bad8ce64fd4f
expanded_feature_set,overall_with_promotion,LightGBM,16432,208378d3fb2d886424b29a69d38bba7691bca4052499819f153274a5f4fa14cb6a7a7866b16c6154c49607cc4aa028f7acacca54dfcf6f36b556ac6137d0661b
expanded_feature_set,overall_with_promotion,LightGBM,21611,51d02cb40533a54c763ab3b6aa918cf1db904646d0be424ea9e4da907a2dd59cb314188c5188e4777cde7dc2b02e5c8854092f94ef7786e9fb3f87dbf16b2f81
expanded_feature_set,overall_with_promotion,LightGBM,10873,bd6d0d17b4375d82bf68f534653603dfcacc90fcaa7e67c59603af60f3a6e86bfe4bea00901d8a8e801b0fd6abd9ffc063b8a4f4c561ee18f022916b7a5cb7ed
expanded_feature_set,overall_with_promotion,LightGBM,4841,36d61a650b3fd0b46deb53105bab3f29cef6672b67b58adbd3891a055dc46b53c5277573f28330cb8997ee3a5bafe5d7fe35cd54f4d17e5eb5ebc04f6b4466c9
expanded_feature_set,overall_with_promotion,LightGBM,10319,769f4a3942e90aa87bccd101e0252f493d4d9727234f118372607c7f0e73886df15c0c59e14e7fcdac630d8b0453badfec6b5f12192abb3b03a8f83074ecfefa
expanded_feature_set,overall_with_promotion,LightGBM,11736,3d225031cb4604b12d45b315ca0b10f105c84f09e39f122076bdd4c7223ab797c1120aace72822b2873ec1b5d994746c3162b3fd045663d40cdd0a822b30e2b8
expanded_feature_set,overall_with_promotion,LightGBM,283,d855453a1bedf169c27b9a5e00636e9e0722f128bcb56e4157a5f3c30105bdfe385f13a8eac614089642cd9b87b7ce840119113fa22e1f40aba1278ad8ad1806
expanded_feature_set,overall_with_promotion,LightGBM,305,a0a6b1a750f840ac67d5a4090b0bb42080ad0052bfbc243fac4093b7a3bcc8211a6c68225904f278bc5ed16fe8dce074dcb31143a625d28a636fff3e5ac03f86
expanded_feature_set,overall_with_promotion,LightGBM,8593,d467c55fcdde690691ac7b039b426e3130cccd43422d99e3d3da2c160180a7920bcda4b0bd3c76856fd042bd013ad4df895fd0052afed1e6f255feeec7844931
