trial,objective_value,mean_valid_auc,mean_train_auc,gap,overfit,iterations,depth,learning_rate,l2_leaf_reg,random_strength,bagging_temperature,border_count,min_data_in_leaf
55,0.8496822385059261,0.8570410669418065,0.8717587238135673,0.014717656871760854,False,852,3,0.016894211954233004,45.178246935108106,2.7801742569433716,0.2797228661113204,40,50
35,0.8496438441932173,0.8586056572429663,0.8765292833424644,0.017923626099498047,False,629,3,0.023249289533405153,37.54449409771809,1.503557394805193,0.17914586917712505,106,96
31,0.8496183562481439,0.8603758198295806,0.881890746992454,0.0215149271628734,False,961,3,0.01794469803893033,49.56267497026139,1.3596397992573837,0.987957925016757,94,78
13,0.8495559414772331,0.8588467116899723,0.8774282521154507,0.018581540425478438,False,987,3,0.017603405519199637,44.13615905220425,3.813828292994262,0.6972126433588367,77,77
68,0.8495353130521014,0.8573298867889403,0.8729190342626181,0.015589147473677789,False,1101,3,0.014251777142621946,71.9097583917531,3.510974097198746,0.4299010142245465,46,60
21,0.8495347591350283,0.8605501672218931,0.8825809833956229,0.022030816173729706,False,937,3,0.020747812197394768,86.44180298107659,1.790138374183154,0.35210667120726036,128,87
72,0.8495235466392708,0.8609853950080147,0.8839090917455028,0.022923696737488064,False,1199,3,0.017769622678489208,86.1725561608699,2.424199736584215,0.09986606936291381,40,57
36,0.8495225241612654,0.8598856440723919,0.880611883894645,0.02072623982225308,False,820,3,0.02006309986234572,53.609149006249524,1.0332938513225045,0.009959052876075264,119,99
11,0.8494559110546478,0.8600815868108154,0.8813329383231506,0.02125135151233526,False,936,3,0.017881938631536254,49.791578933187694,1.2397855016258958,0.991817943969044,83,79
74,0.8494381172792596,0.8562264437652722,0.8698030967372977,0.013576652972025482,False,1062,3,0.013281385478772218,81.68071896118586,2.9498714983139704,0.17275420196117725,36,45
30,0.8493883333462937,0.860562894484373,0.8829120167605314,0.022349122276158484,False,790,3,0.027708937616971695,80.94564338915752,3.089829250189133,0.6503200463200841,36,64
43,0.8493867758227234,0.8580749071483421,0.8754511697995797,0.017376262651237595,False,662,3,0.024018539072213227,86.70294947840281,2.0272230189266454,0.10067336197936527,54,39
48,0.8493670493718279,0.8579384088390324,0.8750811277734414,0.017142718934408996,False,784,3,0.01872602590008746,48.35234274135955,1.817073486984844,0.41886083697345716,56,55
69,0.8493532258944592,0.8582906313074264,0.876165442133361,0.01787481082593456,False,1161,3,0.015864506126802826,93.24044369322644,5.378073597701504,0.35883185751117097,56,65
89,0.8493140587533861,0.8597807365810206,0.8807140922362896,0.020933355655268993,False,1177,3,0.013936392124933162,19.259731522199573,1.5405607887541,0.04794092496060598,49,26
28,0.849200386137786,0.855960854242932,0.8694817904532239,0.013520936210291934,False,855,3,0.01425474221609587,68.59154875815302,1.490506601401815,0.46595092476799516,110,75
19,0.8491973847954657,0.8607693716994251,0.8839133455073439,0.023143973807918772,False,944,3,0.02138258096599325,76.5819041363272,1.7504669135414606,0.3491039673293,121,86
12,0.8490888479474792,0.8582876237601276,0.8766851753854243,0.01839755162529677,False,921,3,0.018943715342865645,44.24420956359662,4.237490336101839,0.7712176208336756,78,79
61,0.8490843616023546,0.8609404330330855,0.8846525758945475,0.02371214286146195,False,970,3,0.020974569321908738,50.71941861911895,2.1021723742613023,0.2643204377763859,64,56
25,0.8489248611859157,0.8610099068815835,0.885179998272919,0.024170091391335524,False,1200,3,0.022098559166177312,73.3271392142985,1.2890358688710077,0.38426839842505184,113,87
24,0.8488700051791591,0.8608221300802213,0.8847263798823457,0.023904249802124355,False,756,3,0.028993390053110562,75.18533364672683,3.142121868703443,0.5699054756297403,127,92
80,0.8487232696702292,0.8589626301269521,0.8794413510403979,0.020478720913445825,False,1031,4,0.012731483868618923,63.9462450984396,2.2790408047222415,0.35490275110552594,34,71
14,0.848637405207042,0.860150962608438,0.88317807741123,0.02302711480279196,False,1034,3,0.016528858223413285,24.577387311944676,1.0401499317227603,0.483890595996898,76,73
44,0.8484908868834122,0.8550676009188001,0.8682210289895759,0.013153428070775797,False,605,3,0.021992595108667884,62.797488787192556,2.717327505675861,0.3029149515495941,38,41
37,0.8484361503764315,0.8599815882280986,0.8830724639314326,0.023090875703334013,False,881,4,0.015714816593424066,56.45760082174931,1.955973241274969,0.13101005019340917,93,92
26,0.8479785054350408,0.8612038157941939,0.8876544365125,0.02645062071830606,False,1005,3,0.038335486405884085,96.37942020046809,1.0450624276263154,0.2698018845414131,98,95
59,0.8479621161795012,0.8550996736429965,0.8693747885699871,0.014275114926990518,False,1047,3,0.013567260372958728,58.19484291582905,3.433069857505164,0.19875855734654085,48,63
45,0.8477025089492976,0.8537121582237951,0.8657314567727903,0.012019298548995194,False,748,3,0.014978893983649329,60.31073504078455,1.6388652268395845,0.13817255734375172,45,53
29,0.84750861443325,0.8593009774140865,0.8828857033757596,0.023584725961673048,False,1089,4,0.012571910449646983,36.83499225149951,2.2646824198929907,0.33607140887004217,103,90
15,0.8474910502622394,0.8615978813310455,0.8898115434686579,0.02821366213761234,False,985,3,0.02570746666804379,30.42051650971247,1.6762168266775541,0.659028604808974,87,79
57,0.8473426930261809,0.8599243813919214,0.8850877581234025,0.025163376731481057,False,920,4,0.015032605831126639,15.133833912840783,2.285291204413893,0.12080077022142702,35,68
18,0.846801692924835,0.858467135466704,0.8817980205504419,0.02333088508373793,False,848,4,0.01596954179369915,32.17301519951217,2.667319732421494,0.5958691899125564,101,68
27,0.8464466674680724,0.8548055789605125,0.8715234019453927,0.016717822984880226,False,685,4,0.018148447511060203,59.01656065865417,4.7119658507315485,0.546272938593169,119,83
46,0.8464461979443099,0.8627691825870425,0.8954151518725079,0.03264596928546537,True,802,4,0.027315128466123446,40.53483605062386,1.2231633133047777,0.0722448507254965,68,61
23,0.8461981999746095,0.8625582281299747,0.8952782844407052,0.032720056310730494,True,893,4,0.02483056376218731,94.18879362514637,1.958055981916351,0.3790985621416213,116,100
6,0.8460927313095115,0.8620733924122932,0.8940347146178567,0.03196132220556347,True,792,3,0.04761135828626516,59.584434696725225,16.684619386293466,0.8948273504276488,89,94
40,0.8459109931671305,0.8611291328675323,0.8915654122683361,0.030436279400803734,True,699,3,0.03672295506798973,26.85170659487426,1.1404298768361159,0.2370702373345301,42,47
16,0.8455488323099505,0.8610785869707781,0.8921380962924335,0.031059509321655354,True,1144,4,0.015940718118172287,40.96152670586557,3.8638298277396403,0.4478044844360136,71,68
52,0.8455407071753323,0.8506698178181363,0.8609280391037444,0.010258221285608049,False,834,3,0.013222151853208765,66.9419571369815,2.5299987206600627,0.3128958759884487,32,58
88,0.8442704410902213,0.8612649100222602,0.8952538478863381,0.03398893786407786,True,1063,5,0.013423427356340955,81.83530455525113,1.3063040211012225,0.15680998495560583,40,69
8,0.843683054924103,0.850230836660373,0.8633264001329131,0.01309556347254004,False,553,4,0.012545899554294089,63.415727754952776,1.2502377950801113,0.9868869366005173,106,36
47,0.8431168827554407,0.8477500132941318,0.857016274371514,0.009266261077382154,False,491,3,0.01692411916701052,85.34102753485804,1.5812484061290517,0.00585211744716474,121,45
60,0.8428251262780697,0.8617329951722754,0.8995487329606867,0.0378157377884113,True,857,5,0.018744480536521235,78.45784488188866,1.6045135803896262,0.5188412204527753,38,71
4,0.842618451852652,0.8615064929063972,0.8992825750138878,0.037776082107490505,True,358,5,0.047309442068985116,64.32759992849893,2.4906439693824387,0.09767211400638387,98,55
2,0.8424205792272343,0.8502966044960647,0.8660486550337255,0.015752050537660822,False,574,4,0.02004087187654156,19.55370866274525,6.252287916406214,0.13949386065204183,60,49
56,0.8420736655033505,0.8469960487078438,0.8568408151168304,0.009844766408986572,False,770,3,0.011595473443911646,61.75230247016806,1.8779538188422111,0.1571665626261844,45,59
10,0.8415870965518113,0.8611277122869183,0.9002089437571323,0.03908123147021403,True,1150,3,0.047607717317165954,10.42225933947968,19.056795219924716,0.9076647952825178,125,99
0,0.8392017372798645,0.8621377143692823,0.908009668548118,0.04587195417883572,True,637,5,0.032481928697702896,39.68793330444372,1.5958237752949744,0.15599452033620265,37,90
90,0.8387426229171726,0.8433335255964648,0.8525153309550492,0.009181805358584372,False,685,3,0.010645443930229597,63.22867547113025,1.7442979157970886,0.18042088269265508,34,75
39,0.8377519070263645,0.8453948748872809,0.8606808106091138,0.0152859357218329,False,514,5,0.01213713397062204,68.68205893283223,2.3220570450654208,0.24826529913745096,51,57
3,0.8359603114872962,0.8462469717346245,0.8668202922292811,0.020573320494656655,False,710,5,0.013790054557672569,32.67641765781764,5.898602410432693,0.046450412719997725,90,33
17,0.8356725076013246,0.8462196209434246,0.8673138476276246,0.021094226684200024,False,1047,3,0.024727466041510045,15.24168573818877,7.1608693885880275,0.7269647517880444,49,83
58,0.8353735335859434,0.8396210804443862,0.8481161741612719,0.008495093716885727,False,816,3,0.016887273204863093,71.74115989253288,4.68918184149783,0.056734914798914265,43,43
96,0.834948087229419,0.8411894450685541,0.8536721607468241,0.012482715678269973,False,1141,3,0.01366898707321141,84.68195338624113,2.6308779253393024,0.038551029764765946,41,77
78,0.8316849154136959,0.8375089574079206,0.84915704139637,0.01164808398844941,False,1149,3,0.011379024683461731,83.01981899117709,2.1450476774315024,0.37989928760406255,38,38
5,0.8316672520524748,0.8361230262041778,0.8450345745075836,0.008911548303405792,False,409,4,0.010569064414047038,81.15595675970505,2.171103454376614,0.662522284353982,62,62
79,0.8295914146765432,0.8335904158603638,0.8415884182280049,0.007998002367641144,False,717,3,0.014817443984984136,99.43323402692603,2.582434661732753,0.2999479417887201,42,67
9,0.8288707500659398,0.8379722552413955,0.8561752655923069,0.01820301035091143,False,304,5,0.03119407275183074,53.58055009231866,10.079659367870727,0.07404465173409036,66,29
7,0.8192482960490424,0.8227657354887976,0.8298006143683082,0.007034878879510598,False,379,3,0.0107550520943733,21.150972021685593,3.2039137222930454,0.2713490317738959,112,48
1,0.8086132189820385,0.8130926436680495,0.8220514930400713,0.008958849372021849,False,841,5,0.010336843570697411,93.30606024425674,12.10689693600216,0.21233911067827616,49,34
20,0.8058401845924555,0.8094949201739615,0.8168043913369735,0.007309471163011949,False,1086,3,0.014156728814862496,47.13534657078381,9.76611695084148,0.8273857626745267,83,71
66,0.8050803130570174,0.8066779799728625,0.8098733138045526,0.003195333831690128,False,659,3,0.017494122365269014,90.39856758756872,6.78885145018357,0.15556575312477378,37,47
86,0.7927759757320326,0.793923850344226,0.7962195995686127,0.0022957492243866895,False,1133,3,0.011992425532928347,73.67024068893272,9.074780450672304,0.02659595419864552,43,75
77,0.7806670343084492,0.7811562786194514,0.7821347672414556,0.0009784886220042255,False,1129,3,0.010149704145818714,76.71537543659885,14.056271447919253,0.33165598715694533,32,34
