trial,objective_value,mean_valid_auc,mean_train_auc,gap,overfit,n_estimators,learning_rate,max_depth,min_samples_leaf,min_samples_split,subsample,max_features
16,0.8382278065228138,0.8454438356597798,0.8598758939337117,0.014432058273931903,False,196,0.04099997553314268,2,146,171,0.6957693464308806,
30,0.836044369509393,0.843068719843623,0.857117420512083,0.014048700668459979,False,231,0.031632584410170944,2,164,144,0.7236469140957718,
18,0.8350560987619711,0.8422664190824815,0.8566870597235023,0.014420640641020888,False,244,0.029552674235572576,2,151,100,0.6609524784084656,
60,0.8347576948936178,0.8435482216962376,0.861129275301477,0.017581053605239427,False,240,0.01690623783769909,3,93,549,0.7907300828599976,
25,0.8341417460069365,0.8414688310692398,0.8561230011938463,0.01465417012460657,False,199,0.03444505496854873,2,65,281,0.682558743586305,
12,0.8313375520994324,0.8395308004820233,0.8559172972472053,0.016386496765182,False,204,0.016957698288625953,3,186,179,0.8036844194695725,
96,0.8306416584718597,0.8382216543347868,0.8533816460606409,0.015159991725854138,False,82,0.03852759078910956,3,69,535,0.7230757457948046,
50,0.8296530422013194,0.8355713391417554,0.8474079330226274,0.011836593880871993,False,190,0.037023313373051855,2,180,200,0.6763700842553649,sqrt
59,0.8295749275940587,0.8376899367818611,0.8539199551574658,0.01623001837560467,False,154,0.020717813577005483,3,120,389,0.7608365529565937,
17,0.8294587867549728,0.8376657237479048,0.854079597733769,0.016413873985864136,False,107,0.02946237806372386,3,85,357,0.7599605058347898,
11,0.8273897808604225,0.8347193486679363,0.849378484282964,0.01465913561502774,False,182,0.01531170154185624,3,184,573,0.8394815118118929,
39,0.823908449743703,0.8295667514068429,0.8408833547331227,0.011316603326279817,False,205,0.027621115529697465,2,176,271,0.777607918422121,sqrt
47,0.8232704139498964,0.829255386098842,0.8412253303967331,0.01196994429789111,False,206,0.021642995158469576,2,171,118,0.7372505440214953,
49,0.8222695805323117,0.8264677013515487,0.8348639429900226,0.008396241638473967,False,233,0.0468920791265694,1,142,135,0.7009327340074827,
13,0.8217355590311877,0.8275537969615077,0.8391902728221478,0.011636475860640094,False,223,0.01899611039927435,2,207,196,0.7551004042955007,
6,0.8197593902891589,0.8267167734906806,0.8406315398937242,0.013914766403043566,False,159,0.013465042222746467,3,244,570,0.8684482051282947,
4,0.8172657903725147,0.8228112451595997,0.8339021547337697,0.011090909574170027,False,63,0.04605136717611768,3,252,252,0.6293016342019151,sqrt
