trial,mean_valid_auc,mean_train_auc,gap,overfit,penalty,C
104,0.8602518663674926,0.8683698532801994,0.00811798691270682,False,l1,1.0817501207677513
158,0.8602515289563257,0.8683659900464906,0.008114461090164893,False,l1,0.9656417230418431
117,0.8602504864519938,0.8683785294200982,0.008128042968104432,False,l1,1.4345542439541932
76,0.8602491076576371,0.8683717523279583,0.0081226446703212,False,l1,1.222245076169898
44,0.860248760716764,0.8683694861538797,0.008120725437115617,False,l1,1.1100643808904258
39,0.8602478723431716,0.8682566350396504,0.008008762696478877,False,l2,0.16328897738731626
6,0.8602449555785802,0.8683689681077965,0.008124012529216351,False,l1,1.1462107403425035
198,0.8602423375457613,0.8683584768660427,0.008116139320281435,False,l2,0.39151642293069566
46,0.8602416711319913,0.8682307761376394,0.00798910500564809,False,l2,0.14835687373394088
129,0.8602415069109751,0.8683701551022438,0.008128648191268684,False,l1,1.1943265927112632
13,0.860239602940456,0.8683826523936334,0.008143049453177453,False,l1,1.6880697543001597
57,0.8602363229784344,0.8683800407243801,0.008143717745945689,False,l1,1.5240150168373718
34,0.8602347715544976,0.86838856625046,0.008153794695962446,False,l1,3.3240238583293564
5,0.8602347401625252,0.8683644342473983,0.008129694084873074,False,l2,0.4205156450913872
28,0.860231318402325,0.868386903685505,0.008155585283179945,False,l1,2.546275551843117
