feature_set_name,dataset_scope,ladder_step,model_name,fold,train_row_count,valid_row_count,auc_train,auc_valid,ap_train,ap_valid,brier_train,brier_valid,logloss_train,logloss_valid,train_valid_auc_gap
expanded_feature_set,overall_without_promotion,L2_expanded_feature_set,RandomForest,2,18464,4615,0.907982092498892,0.8593251163161278,0.9641566379168438,0.9411032490876942,0.11714277205416337,0.13729548265283303,0.3704100147408376,0.4217569525937205,0.0486569761827641
expanded_feature_set,overall_without_promotion,L2_expanded_feature_set,RandomForest,3,18464,4615,0.90833105557384,0.8576020302282965,0.9644516736065729,0.9371031487195706,0.11705979842002837,0.13610481060838023,0.3699815640266569,0.42112840058833845,0.050729025345543466
expanded_feature_set,overall_without_promotion,L2_expanded_feature_set,RandomForest,4,18461,4618,0.9082653817159849,0.8526089175932708,0.9642921633299085,0.9343373762069567,0.11683602877942462,0.13732877276131733,0.3693472281167069,0.424335882701055,0.05565646412271408
expanded_feature_set,overall_without_promotion,L2_expanded_feature_set,RandomForest,5,18464,4615,0.9083170649316843,0.8504657972217539,0.9642494347179396,0.9341936466123297,0.11660239121092078,0.13895209955635984,0.3688243706640926,0.4279501228249905,0.05785126770993043
expanded_feature_set,overall_with_promotion,L0_dummy_prior,DummyPrior,1,18463,4616,0.5,0.5,0.7173807073606673,0.7175043327556326,0.20274562806737592,0.20269188051576534,0.5954101554139164,0.5952949976246648,0.0
expanded_feature_set,overall_with_promotion,L0_dummy_prior,DummyPrior,2,18464,4615,0.5,0.5,0.717396013864818,0.7174431202600217,0.20273897315568784,0.20271849167059822,0.5953958967366435,0.5953520132934798,0.0
expanded_feature_set,overall_with_promotion,L0_dummy_prior,DummyPrior,3,18464,4615,0.5,0.5,0.717396013864818,0.7174431202600217,0.20273897315568784,0.20271849167059822,0.5953958967366435,0.5953520132934798,0.0
expanded_feature_set,overall_with_promotion,L0_dummy_prior,DummyPrior,4,18461,4618,0.5,0.5,0.7174584258707546,0.7171935902988307,0.2027118330178136,0.2028270144709839,0.5953377452636809,0.5955845426989129,0.0
expanded_feature_set,overall_with_promotion,L0_dummy_prior,DummyPrior,5,18464,4615,0.5,0.5,0.717396013864818,0.7174431202600217,0.2027389731556878,0.20271849167059822,0.5953958967366435,0.5953520132934798,0.0
expanded_feature_set,overall_with_promotion,L2_expanded_feature_set,LogisticRegression,1,18463,4616,0.8536397081218843,0.8545409562920482,0.9357974115917791,0.9341301146675003,0.13713560293709487,0.13543193961547162,0.4221479474420972,0.4199808016071895,-0.0009012481701639041
expanded_feature_set,overall_with_promotion,L2_expanded_feature_set,LogisticRegression,2,18464,4615,0.8541795951099479,0.8523660673753413,0.9352663559550051,0.9376750719003104,0.13637872078480476,0.13908804380836895,0.4211265277223239,0.4246844108957899,0.0018135277346066347
expanded_feature_set,overall_with_promotion,L2_expanded_feature_set,LogisticRegression,3,18464,4615,0.8535658804726343,0.8553287470839903,0.935687781731959,0.9350653162249292,0.13709500210849834,0.13569913928798177,0.4223611725437433,0.41928734955471714,-0.001762866611356051
expanded_feature_set,overall_with_promotion,L2_expanded_feature_set,LogisticRegression,4,18461,4618,0.8550647512546696,0.8487692210237403,0.9363779934688027,0.9314680205735313,0.13625917286562472,0.1388201518666493,0.419879727891942,0.42907069600754477,0.006295530230929325
expanded_feature_set,overall_with_promotion,L2_expanded_feature_set,LogisticRegression,5,18464,4615,0.855750807883627,0.8448152468162455,0.9362436012410736,0.9327910726555201,0.13596843988125554,0.14083761353658902,0.4193271155585086,0.43180497904971815,0.010935561067381472
expanded_feature_set,overall_with_promotion,L2_expanded_feature_set,HistGradientBoosting,1,18463,4616,0.9281188284419541,0.8749072669378501,0.9714661800630432,0.9456359311575676,0.10001764556917048,0.12689778123298961,0.3204373023941914,0.391874893734269,0.053211561504104
expanded_feature_set,overall_with_promotion,L2_expanded_feature_set,HistGradientBoosting,2,18464,4615,0.9275131880972536,0.8805164463871128,0.971124307498429,0.951339900145447,0.10006738769387122,0.12576076545730244,0.32145639837658274,0.3851450552876992,0.04699674171014079
