cohort_name,cohort_name_kr,is_promotion,is_repurchase,feature_name,n,mean,std,min,q05,q10,q25,median,q75,q90,q95,max,zero_rate,positive_rate,top_1pct_share_of_total,distribution_note
nonpromotion_nonrepurchase,비프로모션 미재구매,0,0,diff_between_w2_w1,2655,-43.16497175141243,126.07042466523374,-1071.0,-263.59999999999997,-174.59999999999997,-90.0,-3.0,1.0,52.59999999999991,108.0,903.0,0.1694915254237288,0.2704331450094162,,2x2 descriptive distribution only
nonpromotion_nonrepurchase,비프로모션 미재구매,0,0,diff_between_w3_w1,2655,-66.1261770244821,134.12582909213327,-1161.0,-315.9,-220.0,-116.0,-20.0,0.0,26.59999999999991,89.0,665.0,0.16459510357815443,0.1935969868173258,,2x2 descriptive distribution only
nonpromotion_nonrepurchase,비프로모션 미재구매,0,0,diff_between_w3_w2,2655,-22.96120527306968,89.97010514999972,-806.0,-180.0,-117.0,-31.0,0.0,0.0,21.0,81.0,573.0,0.3487758945386064,0.21129943502824858,,2x2 descriptive distribution only
nonpromotion_nonrepurchase,비프로모션 미재구매,0,0,is_w1_over_50pct,2655,0.5212806026365349,0.49964103389806097,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.47871939736346514,0.5212806026365349,0.019508670520231215,2x2 descriptive distribution only
nonpromotion_nonrepurchase,비프로모션 미재구매,0,0,is_w2_over_50pct,2655,0.21318267419962336,0.409632790141654,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7868173258003767,0.21318267419962336,0.04770318021201413,2x2 descriptive distribution only
nonpromotion_nonrepurchase,비프로모션 미재구매,0,0,is_w3_over_50pct,2655,0.14990583804143126,0.3570463465952244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8500941619585687,0.14990583804143126,0.0678391959798995,2x2 descriptive distribution only
nonpromotion_nonrepurchase,비프로모션 미재구매,0,0,is_only_w1,2655,0.27984934086629004,0.44900960247071187,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.72015065913371,0.27984934086629004,0.03633916554508748,2x2 descriptive distribution only
nonpromotion_nonrepurchase,비프로모션 미재구매,0,0,is_only_w2,2655,0.09340866290018833,0.2910590875827257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9065913370998117,0.09340866290018833,0.10887096774193548,2x2 descriptive distribution only
nonpromotion_nonrepurchase,비프로모션 미재구매,0,0,is_only_w3,2655,0.09830508474576272,0.2977827969388661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9016949152542373,0.09830508474576272,0.10344827586206896,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,avg_gap_w1_watch_days,8037,0.6924121774293891,1.244514222871434,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,0.6712703745178549,0.32872962548214507,0.08733284410528289,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,avg_gap_w2_watch_days,8037,0.7472668076396665,1.2435318512300109,0.0,0.0,0.0,0.0,0.0,1.0,2.5,3.0,6.0,0.6279706358093816,0.3720293641906184,0.08092200018764814,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,avg_gap_w3_watch_days,8037,0.8720355852930198,1.3209804394525029,0.0,0.0,0.0,0.0,0.0,1.333333,3.0,4.0,6.0,0.5752146323254946,0.4247853676745054,0.06934387285092405,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,is_cold_start_3d,8037,0.47791464476794826,0.4995430776139579,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5220853552320518,0.47791464476794826,0.02108825826607654,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,is_cold_start_7d,8037,0.6697772800796317,0.4703224407512191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3302227199203683,0.6697772800796317,0.015047371354263421,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,watch_time(min)_w1,8037,103.8167226577081,171.1406492649267,0.0,0.0,0.0,0.0,23.0,147.0,297.0,421.0,2865.0,0.37688192111484387,0.6231180788851561,0.10001258426966292,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,watch_time(min)_w2,8037,117.58865248226951,172.12717846288285,0.0,0.0,0.0,0.0,51.0,174.0,326.40000000000055,444.0,2957.0,0.3340798805524449,0.665920119447555,0.08614585317334349,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,watch_time(min)_w3,8037,128.9104143337066,171.83451120396873,0.0,0.0,0.0,0.0,89.0,193.0,324.0,442.0,2499.0,0.2640288664924723,0.7359711335075276,0.08324091528136109,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,watch_session_w1,8037,2.237650864750529,3.103412732524155,0.0,0.0,0.0,0.0,1.0,3.0,6.0,8.0,49.0,0.37688192111484387,0.6231180788851561,0.08218416370106761,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,watch_session_w2,8037,2.512629090456638,3.2647408199759984,0.0,0.0,0.0,0.0,2.0,4.0,6.0,9.0,40.0,0.3340798805524449,0.665920119447555,0.07908289590967614,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,watch_session_w3,8037,2.780141843971631,3.247170354460671,0.0,0.0,0.0,0.0,2.0,4.0,6.0,9.0,35.0,0.2640288664924723,0.7359711335075276,0.0699516648764769,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,retention_w2_ratio,8037,37.604983033345775,106.72460876243292,0.000922,0.006090600000000001,0.010309,0.333333,1.0,8.0,125.0,226.0,2958.0,0.0,1.0,0.19333540215688974,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,retention_w3_ratio,8037,40.95866984795322,104.58584875339989,0.000889,0.005399200000000001,0.009766000000000002,0.31,1.0,13.647059,141.40000000000055,232.0,2500.0,0.0,1.0,0.16508658698311646,2x2 descriptive distribution only
