trial,mean_valid_auc,mean_train_auc,gap,overfit,penalty,C
36,0.834234248791722,0.8415385196431189,0.0073042708513968435,False,l1,1.6285844385179695
5,0.8342157707020116,0.8415858078542813,0.007370037152269693,False,l2,0.4205156450913872
23,0.834187221436351,0.8415343725487532,0.007347151112402139,False,l1,2.3405652061323496
30,0.8341468613671111,0.8415448197616044,0.007397958394493309,False,l1,3.305987221722922
2,0.8341318907934729,0.8415645365835106,0.007432645790037662,False,l2,1.0129197956845732
20,0.8340927653525148,0.8415573094710911,0.007464544118576333,False,l1,8.99868378895559
0,0.8340907445603832,0.8415591639050757,0.007468419344692445,False,l2,4.5705630998014515
15,0.8340849602055883,0.841560515291014,0.007475555085425745,False,l2,7.561219687267889
126,0.8340766660300941,0.841559132790769,0.007482466760674877,False,l1,35.352767886110065
48,0.834075409200277,0.8415593370906217,0.007483927890344688,False,l1,45.17423283680235
120,0.8340718900183857,0.8415577664079796,0.007485876389593971,False,l1,91.15538440006308
3,0.8340696263381551,0.8415583161596395,0.007488689821484429,False,l1,70.72114131472235
77,0.8340037053955838,0.8387119487334012,0.004708243337817386,False,l1,0.035070336642105134
16,0.8339556680848622,0.8403774150508578,0.006421746965995623,False,l2,0.01875846949482345
35,0.8338350582740303,0.838542323865625,0.004707265591594734,False,l1,0.03342413029174673
160,0.833673686242415,0.8383489999954923,0.0046753137530772815,False,l1,0.031845095896514956
116,0.833564210618903,0.8382197755927576,0.0046555649738546645,False,l1,0.030917178521252704
84,0.8334045829814732,0.8380437594231969,0.004639176441723625,False,l1,0.029940572562049086
8,0.8329954292834275,0.8389689858353109,0.005973556551883363,False,l2,0.009962513222055111
57,0.8329951921086473,0.8376199677569727,0.004624775648325419,False,l1,0.027655249145572193
28,0.8327411362391178,0.8373574893168486,0.004616353077730784,False,l1,0.02635671131755864
97,0.8324236227097247,0.8368715131619178,0.004447890452193071,False,l1,0.024092343464157635
70,0.8320887505679352,0.836433593481097,0.004344842913161839,False,l1,0.02199324982740268
50,0.8315544309314189,0.8359158583016425,0.004361427370223603,False,l1,0.019931385936814122
27,0.8309763569363454,0.8352232789772136,0.004246922040868184,False,l1,0.017877398474165578
110,0.8301995171384631,0.8343499572965951,0.0041504401581320405,False,l1,0.016169618696476474
75,0.8291610906298607,0.8332489984161036,0.004087907786242906,False,l1,0.014454673631530544
55,0.8266558392385427,0.8307328290778466,0.004076989839303935,False,l1,0.0120911824905868
17,0.825358284983521,0.8300662703740237,0.004707985390502656,False,l2,0.0017349506664166593
9,0.8252550941856696,0.829934618182697,0.004679523997027424,False,l2,0.0017070728830306638
46,0.8222530540043846,0.8265687846346902,0.004315730630305548,False,l1,0.010058062683054822
4,0.814945883508605,0.8191389179367201,0.004193034428115139,False,l1,0.008111941985431923
1,0.8048890569832654,0.8087346856384598,0.003845628655194444,False,l1,0.0060252157362038605
56,0.8030675735371069,0.8068671795732435,0.0037996060361366046,False,l1,0.005720291061440594
39,0.7952621610662158,0.7986905420757482,0.0034283810095323553,False,l1,0.004436605769959945
112,0.7246669220649039,0.7255123193861982,0.0008453973212942945,False,l1,0.0010648608905881743
