trial,objective_value,mean_valid_auc,mean_train_auc,gap,overfit,param_C,param_class_weight
80,0.861150268306764,0.8651241593247277,0.8730719413606554,0.007947782035927609,False,0.17007255522291534,balanced
81,0.8611286980459809,0.8651191718854452,0.8731001195643738,0.007980947678928652,False,0.20356184318997647,balanced
82,0.861167485027029,0.8651332898606002,0.8730648995277427,0.007931609667142459,False,0.1642974681243854,balanced
83,0.8610598101373905,0.8649702937374972,0.8727912609377106,0.007820967200213413,False,0.07723888124021232,balanced
84,0.8611747188933192,0.8651377678675931,0.873063865816141,0.007926097948547928,False,0.1638381730647808,balanced
85,0.8611324983322058,0.8650702201998042,0.8729456639350008,0.007875443735196663,False,0.10599855709076889,balanced
86,0.8604962825676792,0.8642129376494376,0.8716462478129545,0.007433310163516893,False,0.026979987468263723,balanced
87,0.8610068994996866,0.8648993086321137,0.8726841268969681,0.007784818264854332,False,0.06462078693780123,balanced
88,0.8608801118189577,0.8646512321428176,0.8721934727905374,0.0075422406477198,False,0.03941936866284316,balanced
89,0.8611492640607612,0.8651164050258012,0.8730506869558813,0.007934281930080056,False,0.1520285960785716,balanced
90,0.8602650344074234,0.864320418398241,0.8724311863798764,0.008110767981635347,False,0.2295087154871945,
91,0.8611507420043754,0.8651243315751799,0.873071510716789,0.00794717914160914,False,0.17014843087551024,balanced
92,0.8611424310110526,0.8650972779065448,0.8730069716975292,0.007909693790984385,False,0.12686701764859762,balanced
93,0.8611246929145706,0.865125722197878,0.8731277807644927,0.008002058566614734,False,0.2925831015460672,balanced
94,0.8610948355982714,0.8650378292909686,0.8729238166763631,0.007885987385394477,False,0.09966322360917762,balanced
95,0.8611499534244005,0.8651257115978501,0.8730772279447493,0.007951516346899168,False,0.17472081266278536,balanced
96,0.8608972557992915,0.8647504648080654,0.8724568828256132,0.007706418017547789,False,0.04983415737159407,balanced
97,0.8611330110485661,0.8651291644307232,0.8731214711950374,0.007992306764314172,False,0.2536530407297848,balanced
98,0.8611233593720489,0.8651283039356074,0.8731381930627242,0.008009889127116865,False,0.3299875456545569,balanced
99,0.8610804269307395,0.8650195667049341,0.8728978462533232,0.007878279548389155,False,0.09291809359096288,balanced
